"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-62.28","82.52","ALERT","2400300","1977-07","1977","07","4.0","","0.4","","2.2","","9.6","","-2.3","","4.1","","36.0","","40.1","","0","T","36","","33",""
"-62.28","82.52","ALERT","2400300","1977-08","1977","08","2.2","","-2.0","","0.1","","7.4","","-8.0","","1.5","","2.6","","4.1","","0","T","34","","54",""
"-62.28","82.52","ALERT","2400300","1977-09","1977","09","-7.4","","-13.8","","-10.6","","-0.1","","-22.5","","0.0","","29.9","","17.5","","20","","20","","67",""
"-62.28","82.52","ALERT","2400300","1977-10","1977","10","-14.7","","-23.0","","-18.9","","-3.0","","-31.9","","0.0","","10.3","","9.2","","15","","23","","56",""
"-62.28","82.52","ALERT","2400300","1977-11","1977","11","-26.4","","-32.7","","-29.6","","-17.1","","-37.6","","0.0","","8.9","","8.3","","23","","33","","43",""
"-62.28","82.52","ALERT","2400300","1977-12","1977","12","-29.5","","-36.4","","-33.0","","-15.6","","-44.6","","0.0","","3.4","","3.4","","27","","24","S","50","S"
"-62.28","82.52","ALERT","2400300","1978-01","1978","01","-29.1","","-36.4","","-32.8","","-19.2","","-43.7","","0.0","","6.3","","5.2","","30","","24","","93",""
"-62.28","82.52","ALERT","2400300","1978-02","1978","02","-21.1","","-32.0","","-26.6","","-6.6","","-41.7","","0.0","","12.7","","10.1","","28","","22","","85",""
"-62.28","82.52","ALERT","2400300","1978-03","1978","03","-30.2","","-37.7","","-34.0","","-15.6","","-45.6","","0.0","","15.5","","12.8","","33","","22","","63",""
"-62.28","82.52","ALERT","2400300","1978-04","1978","04","-20.3","","-28.8","","-24.6","","-0.2","","-38.7","","0.0","","5.1","","4.5","","30","","19","","56",""
"-62.28","82.52","ALERT","2400300","1978-05","1978","05","-7.7","","-13.2","","-10.5","","0.5","","-22.7","","0.0","T","18.0","","16.3","","31","","20","","50",""
"-62.28","82.52","ALERT","2400300","1978-06","1978","06","0.9","","-4.4","","-1.8","","9.3","","-12.5","","1.8","","1.2","","2.1","","0","T","18","","59",""
"-62.28","82.52","ALERT","2400300","1978-07","1978","07","7.2","","1.6","","4.4","","15.4","","-1.6","","8.5","","0.0","T","8.5","","0","","20","","67",""
"-62.28","82.52","ALERT","2400300","1978-08","1978","08","5.7","","-0.5","","2.6","","13.8","","-5.4","","2.5","","4.5","","7.0","","0","","20","","93",""
"-62.28","82.52","ALERT","2400300","1978-09","1978","09","-7.6","","-12.9","","-10.3","","-0.1","","-27.1","","0.0","T","58.9","","47.7","","52","","31","","70",""
"-62.28","82.52","ALERT","2400300","1978-10","1978","10","-22.8","","-29.5","","-26.2","","-15.0","","-37.3","","0.0","","5.0","","5.0","","31","","29","","41",""
"-62.28","82.52","ALERT","2400300","1978-11","1978","11","-25.8","","-32.9","","-29.4","","-19.7","","-38.0","","0.0","","9.9","","10.2","","29","","22","","74",""
"-62.28","82.52","ALERT","2400300","1978-12","1978","12","-19.5","","-27.8","","-23.7","","3.2","","-37.5","","","M","","M","","M","43","","19","","89",""
"-62.28","82.52","ALERT","2400300","1979-01","1979","01","-28.4","","-36.0","","-32.2","","-17.7","S","-44.9","","0.0","","9.9","","9.3","","31","","33","","52",""
"-62.28","82.52","ALERT","2400300","1979-02","1979","02","-41.4","","-46.3","","-43.9","","-37.2","S","-50.0","","0.0","","0.2","","0.2","","32","","","M","","M"
"-62.28","82.52","ALERT","2400300","1979-03","1979","03","-28.1","","-35.8","","-32.0","","-9.2","","-47.6","","0.0","","1.4","","1.4","","30","","21","","109",""
"-62.28","82.52","ALERT","2400300","1979-04","1979","04","-20.9","","-28.9","","-24.9","","-6.3","","-36.6","","0.0","","3.4","","3.0","","39","","23","","83",""
"-62.28","82.52","ALERT","2400300","1979-05","1979","05","-7.2","","-13.5","","-10.4","","2.2","","-21.6","","0.0","","3.8","","4.2","","36","","21","","61",""
"-62.28","82.52","ALERT","2400300","1979-06","1979","06","-1.7","","-6.0","","-3.9","","6.5","","-12.2","","0.0","T","6.0","","4.1","","18","","21","S","48","S"
"-62.28","82.52","ALERT","2400300","1979-07","1979","07","5.8","","0.8","","3.3","","14.5","","-2.9","","3.5","","6.5","","10.3","","0","","24","","67",""
"-62.28","82.52","ALERT","2400300","1979-08","1979","08","1.7","","-2.6","","-0.5","","6.4","","-8.2","","13.3","","10.3","","37.2","","0","","19","","65",""
"-62.28","82.52","ALERT","2400300","1979-09","1979","09","-7.5","","-12.0","","-9.8","","0.5","","-28.2","","0.9","","10.4","","9.2","","18","","33","","35",""
"-62.28","82.52","ALERT","2400300","1979-10","1979","10","-18.2","","-24.7","","-21.5","","2.0","","-34.6","S","0.0","","11.9","","10.0","","13","","21","","74",""
"-62.28","82.52","ALERT","2400300","1979-11","1979","11","-23.8","","-30.5","","-27.2","","-13.6","","-36.2","S","0.0","","8.2","","8.2","","20","","22","","81",""
"-62.28","82.52","ALERT","2400300","1979-12","1979","12","-30.2","","-36.0","","-33.1","","-13.7","","-41.2","","","M","","M","","M","30","","15","","81",""
"-62.28","82.52","ALERT","2400300","1980-01","1980","01","-28.2","","-35.0","","-31.6","","-4.2","","-43.2","","0.0","","4.5","","4.5","","24","","20","","72",""
"-62.28","82.52","ALERT","2400300","1980-02","1980","02","-25.2","","-33.2","","-29.2","","-13.5","","-43.2","","0.0","","7.5","","6.7","","26","","24","","80",""
"-62.28","82.52","ALERT","2400300","1980-03","1980","03","-27.8","","-34.9","","-31.4","","-8.6","","-43.2","","0.0","","6.0","","5.5","","30","","26","","76",""
"-62.28","82.52","ALERT","2400300","1980-04","1980","04","-22.8","","-30.7","","-26.8","","-8.3","","-39.0","","0.0","","8.1","","7.2","","36","","22","","41",""
"-62.28","82.52","ALERT","2400300","1980-05","1980","05","-9.1","","-15.1","","-12.1","","-1.0","","-23.1","","0.0","T","15.7","","12.9","","38","","32","","37",""
"-62.28","82.52","ALERT","2400300","1980-06","1980","06","0.5","","-5.1","","-2.3","","8.3","","-11.2","","0.0","T","5.2","","5.2","","1","","21","","43",""
"-62.28","82.52","ALERT","2400300","1980-07","1980","07","5.9","","0.3","","3.1","","12.0","","-1.8","","5.6","","8.3","","13.9","","0","","20","","65",""
"-62.28","82.52","ALERT","2400300","1980-08","1980","08","4.9","","-1.5","","1.7","","12.6","","-5.6","","7.4","","33.4","","42.8","","0","","21","","93",""
"-62.28","82.52","ALERT","2400300","1980-09","1980","09","-7.6","","-15.2","","-11.4","","7.6","","-26.1","","0.0","T","51.3","","50.9","","31","","23","","87",""
"-62.28","82.52","ALERT","2400300","1980-10","1980","10","-10.3","","-18.2","","-14.3","","3.7","","-33.3","","0.0","T","13.3","","12.7","","30","","21","","81",""
"-62.28","82.52","ALERT","2400300","1980-11","1980","11","-27.2","","-33.9","","-30.6","","-3.9","","-43.5","S","0.0","","3.2","","3.0","","26","","18","","61",""
"-62.28","82.52","ALERT","2400300","1980-12","1980","12","-26.5","","-34.7","","-30.6","","-9.3","","-42.6","","0.0","","8.4","","8.2","","32","","21","","56",""
"-62.28","82.52","ALERT","2400300","1981-01","1981","01","-24.4","","-32.0","","-28.2","","-12.5","","-38.1","","0.0","","11.5","","11.5","","38","","22","","96",""
"-62.28","82.52","ALERT","2400300","1981-02","1981","02","-28.2","","-35.7","","-32.0","","-21.0","","-45.2","","0.0","","3.7","","3.7","","33","","22","S","83","S"
"-62.28","82.52","ALERT","2400300","1981-03","1981","03","-29.1","","-36.4","","-32.8","","-16.6","","-45.6","","0.0","","0.4","","0.4","","44","","23","S","43","S"
"-62.28","82.52","ALERT","2400300","1981-04","1981","04","-19.3","","-27.8","","-23.6","","-4.3","","-37.5","","0.0","","8.4","","8.4","","46","","25","","87",""
"-62.28","82.52","ALERT","2400300","1981-05","1981","05","-7.5","","-13.2","","-10.4","","0.8","","-21.5","","0.0","","2.8","","2.8","","40","","20","","81",""
"-62.28","82.52","ALERT","2400300","1981-06","1981","06","3.0","","-2.2","","0.4","","13.0","","-6.3","","0.0","T","2.9","","2.9","","0","","20","","63",""
"-62.28","82.52","ALERT","2400300","1981-07","1981","07","5.8","","0.3","","3.1","","15.9","","-2.0","S","10.1","","20.9","","31.0","","0","","20","","106",""
"-62.28","82.52","ALERT","2400300","1981-08","1981","08","5.0","","-1.1","","2.0","","10.4","","-6.1","","0.6","","14.2","","12.1","","0","","19","","107",""
"-62.28","82.52","ALERT","2400300","1981-09","1981","09","-3.5","","-10.2","","-6.9","","7.7","","-20.9","","0.0","T","39.5","","30.4","","12","","22","","94",""
"-62.28","82.52","ALERT","2400300","1981-10","1981","10","-12.9","","-19.2","","-16.1","","-0.4","","-27.9","","0.0","","35.5","","14.8","","25","","24","","89",""
"-62.28","82.52","ALERT","2400300","1981-11","1981","11","-18.7","","-26.4","","-22.6","","-4.8","","-32.7","","0.0","","6.8","","3.4","","20","","20","","70",""
"-62.28","82.52","ALERT","2400300","1981-12","1981","12","-19.7","","-28.1","","-23.9","","-4.7","","-37.4","","0.0","","8.2","","5.4","","20","","25","","91",""
"-62.28","82.52","ALERT","2400300","1982-01","1982","01","-26.2","","-34.1","","-30.2","","-9.9","","-44.7","","0.0","T","5.0","","3.0","","21","","24","","78",""
"-62.28","82.52","ALERT","2400300","1982-02","1982","02","-32.6","","-38.0","","-35.3","","-25.9","","-41.5","","0.0","","1.4","","1.4","","23","","33","","46",""
"-62.28","82.52","ALERT","2400300","1982-03","1982","03","-27.7","","-34.5","","-31.1","","","M","-40.1","","0.0","","","M","","M","28","","20","","133",""
"-62.28","82.52","ALERT","2400300","1982-04","1982","04","-23.3","","-29.8","","-26.6","","-14.9","","-39.6","","0.0","","22.2","","18.9","","49","","","M","","M"
"-62.28","82.52","ALERT","2400300","1982-05","1982","05","-8.6","","-15.5","","-12.1","","-0.4","","-22.5","","0.0","","13.2","","7.4","","56","","21","","56",""
"-62.28","82.52","ALERT","2400300","1982-06","1982","06","1.5","","-3.3","","-0.9","","10.2","","-10.3","","1.6","","3.0","","3.8","","3","","23","","91",""
"-62.28","82.52","ALERT","2400300","1982-07","1982","07","5.5","","0.6","","3.1","","12.6","","-6.3","","2.3","","20.0","","21.8","","0","","19","","83",""
"-62.28","82.52","ALERT","2400300","1982-08","1982","08","4.1","","-1.2","","1.5","","13.9","","-9.0","S","0.0","T","25.0","","16.8","","9","","19","","65",""
"-62.28","82.52","ALERT","2400300","1982-09","1982","09","-7.5","","-13.4","","-10.5","","0.3","","-26.9","","0.0","","52.6","","19.0","","33","","22","","100","S"
"-62.28","82.52","ALERT","2400300","1982-10","1982","10","-17.2","","-24.3","","-20.8","","-7.7","","-34.2","","0.0","","6.4","","4.9","","39","","22","","81",""
"-62.28","82.52","ALERT","2400300","1982-11","1982","11","-23.8","","-30.3","","-27.1","","-12.4","","-36.0","","0.0","","18.0","","18.0","","57","","20","","76",""
"-62.28","82.52","ALERT","2400300","1982-12","1982","12","-28.5","","-34.4","","-31.5","","-17.1","","-44.1","","0.0","","2.9","","2.9","","59","","31","","85",""
"-62.28","82.52","ALERT","2400300","1983-01","1983","01","-29.5","","-36.0","","-32.8","","-13.8","","-42.2","","0.0","","11.4","","8.8","","65","","21","","93",""
"-62.28","82.52","ALERT","2400300","1983-02","1983","02","-28.9","","-35.3","","-32.1","","-21.6","","-44.2","","0.0","","5.7","","3.8","","40","","23","","135",""
"-62.28","82.52","ALERT","2400300","1983-03","1983","03","-26.4","","-33.5","","-30.0","","-17.1","","-42.0","","0.0","","15.0","","13.0","","32","","21","","109",""
"-62.28","82.52","ALERT","2400300","1983-04","1983","04","-22.3","","-28.2","","-25.3","","-15.5","","-37.0","","0.0","","7.6","","7.0","","34","","24","","87",""
"-62.28","82.52","ALERT","2400300","1983-05","1983","05","-8.4","","-15.7","","-12.1","","5.7","","-26.1","","0.0","","19.6","","14.7","","30","","19","","106",""
"-62.28","82.52","ALERT","2400300","1983-06","1983","06","2.1","","-2.7","","-0.3","","12.3","","-9.9","","0.0","","39.8","","31.4","","2","","20","","80",""
"-62.28","82.52","ALERT","2400300","1983-07","1983","07","4.2","","-0.1","","2.1","","9.1","","","M","","M","","M","","M","","M","20","","91",""
"-62.28","82.52","ALERT","2400300","1983-08","1983","08","2.9","","-1.5","","0.7","","9.7","","-4.0","S","0.0","T","29.3","","19.2","","1","","20","","74",""
"-62.28","82.52","ALERT","2400300","1983-09","1983","09","-4.5","","-11.9","","-8.2","","4.7","","-25.1","","0.0","","49.1","","23.9","","10","","24","","87",""
"-62.28","82.52","ALERT","2400300","1983-10","1983","10","-17.6","","-23.4","","-20.5","","-10.5","","-32.7","","0.0","","15.5","","6.7","","9","","21","","80",""
"-62.28","82.52","ALERT","2400300","1983-11","1983","11","-23.6","","-29.8","","-26.7","","-11.2","","-37.0","","0.0","","8.0","","3.6","","10","","20","","93",""
"-62.28","82.52","ALERT","2400300","1983-12","1983","12","-25.0","","-32.5","","-28.8","","-12.6","","-39.2","","0.0","","8.1","","6.5","","14","","24","","113",""
"-62.28","82.52","ALERT","2400300","1984-01","1984","01","-30.6","","-36.6","","-33.6","","-22.4","","-43.3","","0.0","","10.5","","8.1","","19","","23","","81",""
"-62.28","82.52","ALERT","2400300","1984-02","1984","02","-33.4","","-39.1","","-36.3","","-26.0","","-44.8","","0.0","","7.6","","7.6","","24","","23","","35",""
"-62.28","82.52","ALERT","2400300","1984-03","1984","03","-30.4","","-38.8","","-34.6","","-17.0","","-44.8","","0.0","","1.4","","1.4","","14","","21","","96",""
"-62.28","82.52","ALERT","2400300","1984-04","1984","04","-23.4","","-30.7","","-27.1","","-14.0","","-40.9","","0.0","","4.8","","4.8","","16","","34","","43",""
"-62.28","82.52","ALERT","2400300","1984-05","1984","05","-8.1","","-14.1","","-11.1","","-1.0","","-25.4","","0.0","","21.1","","11.8","","26","","22","","83",""
"-62.28","82.52","ALERT","2400300","1984-06","1984","06","1.6","","-3.0","","-0.7","","7.0","S","-10.0","","0.0","T","6.6","","5.7","","0","T","20","","102",""
"-62.28","82.52","ALERT","2400300","1984-07","1984","07","7.1","","1.6","","4.4","","14.6","","-1.7","","36.2","","9.0","","45.2","","0","","19","","96",""
"-62.28","82.52","ALERT","2400300","1984-08","1984","08","3.1","","-1.7","","0.7","","11.0","","-8.6","","0.6","","21.6","","20.8","","10","","20","","78",""
"-62.28","82.52","ALERT","2400300","1984-09","1984","09","-5.8","","-11.3","","-8.6","","3.4","","-20.8","","0.2","","36.2","","31.4","","29","","23","","63",""
"-62.28","82.52","ALERT","2400300","1984-10","1984","10","-15.7","","-23.1","","-19.4","","-3.0","S","-34.4","","0.0","","39.2","","31.8","","44","","22","","111",""
"-62.28","82.52","ALERT","2400300","1984-11","1984","11","-24.0","","-30.2","","-27.1","","-12.0","","-39.5","","0.0","","4.6","","4.6","","46","","23","","100",""
"-62.28","82.52","ALERT","2400300","1984-12","1984","12","-25.6","","-34.0","","-29.8","","-10.6","","-40.9","","0.0","","10.0","","7.6","","49","","20","","80",""
"-62.28","82.52","ALERT","2400300","1985-01","1985","01","-26.5","","-34.4","","-30.5","","-4.0","","-41.1","","0.0","","3.6","","2.8","","40","","20","","146",""
"-62.28","82.52","ALERT","2400300","1985-02","1985","02","-32.8","","-40.5","","-36.7","","-19.4","","-44.5","","0.0","","2.2","","1.4","","39","","21","","111",""
"-62.28","82.52","ALERT","2400300","1985-03","1985","03","-29.8","","-37.7","","-33.8","","-9.6","","-43.4","","0.0","","6.4","","4.8","","45","","27","","65",""
"-62.28","82.52","ALERT","2400300","1985-04","1985","04","-24.2","","-31.3","","-27.8","","-14.9","","-39.1","","0.0","","8.2","","6.6","","43","","24","","69",""
"-62.28","82.52","ALERT","2400300","1985-05","1985","05","-9.9","","-16.4","","-13.2","","-1.0","","-25.5","","0.0","","4.6","","3.4","","41","","21","","46",""
"-62.28","82.52","ALERT","2400300","1985-06","1985","06","2.5","","-2.5","","0.0","","9.7","","-11.0","","0.4","","6.9","","6.3","","0","","20","","63",""
"-62.28","82.52","ALERT","2400300","1985-07","1985","07","6.3","","1.2","","3.8","","16.2","","-4.2","","6.0","","23.4","","26.8","","0","","20","","81",""
"-62.28","82.52","ALERT","2400300","1985-08","1985","08","2.6","","-3.2","","-0.3","","12.6","","-8.6","","0.0","T","12.8","","11.2","","6","","21","","80",""
"-62.28","82.52","ALERT","2400300","1985-09","1985","09","-4.7","","-10.8","","-7.8","","3.5","","-20.1","","0.0","T","2.6","","1.0","","4","","23","S","78","S"
"-62.28","82.52","ALERT","2400300","1985-10","1985","10","-18.8","","-25.6","","-22.2","","-10.3","","-30.7","","0.0","","22.0","","15.7","","14","","23","","67",""
"-62.28","82.52","ALERT","2400300","1985-11","1985","11","-24.7","","-31.3","","-28.0","","-15.3","","-33.9","S","0.0","","16.8","","10.2","","17","","24","","80",""
"-62.28","82.52","ALERT","2400300","1985-12","1985","12","-23.9","","-32.3","","-28.1","","-9.2","","-36.1","","0.0","","4.4","","2.6","","18","","20","","80",""
"-62.28","82.52","ALERT","2400300","1986-01","1986","01","-33.0","","-38.7","","-35.9","","-27.4","","-44.3","","0.0","T","4.8","","2.2","","19","","34","","39",""
"-62.28","82.52","ALERT","2400300","1986-02","1986","02","-23.1","","-33.3","","-28.2","","-2.9","","-39.6","","0.0","","6.8","","5.7","","20","","20","","115",""
"-62.28","82.52","ALERT","2400300","1986-03","1986","03","-33.1","","-39.3","","-36.2","","-22.5","","-45.2","","0.0","","7.6","","5.7","","22","","25","","70",""
"-62.28","82.52","ALERT","2400300","1986-04","1986","04","-23.0","","-30.0","","-26.5","","-12.4","","-39.0","","0.0","","4.4","","4.4","","22","","24","","91",""
"-62.28","82.52","ALERT","2400300","1986-05","1986","05","-7.8","","-13.4","","-10.6","","7.1","","-20.6","","0.0","","27.2","","15.0","","27","","20","","70",""
"-62.28","82.52","ALERT","2400300","1986-06","1986","06","0.6","","-3.6","","-1.5","","7.5","","-10.8","","0.4","","8.4","","6.6","","2","","22","","100",""
"-62.28","82.52","ALERT","2400300","1986-07","1986","07","5.4","","0.5","","3.0","","10.7","","-2.5","","3.6","","34.2","","35.8","","0","","20","","83",""
"-62.28","82.52","ALERT","2400300","1986-08","1986","08","5.7","","-0.1","","2.8","","12.1","","-4.0","","2.9","","3.5","","5.8","","1","","21","","87",""
"-62.28","82.52","ALERT","2400300","1986-09","1986","09","-6.3","","-11.5","","-8.9","","1.1","","-20.0","","0.0","T","15.4","","11.3","","8","","24","","94",""
"-62.28","82.52","ALERT","2400300","1986-10","1986","10","-18.5","","-24.8","","-21.7","","-13.2","","-33.6","","0.0","","20.1","","16.2","","25","","24","","70",""
"-62.28","82.52","ALERT","2400300","1986-11","1986","11","-24.0","","-31.5","","-27.8","","-10.1","","-39.7","","0.0","","26.2","","9.3","","35","","35","","59",""
"-62.28","82.52","ALERT","2400300","1986-12","1986","12","-22.9","","-32.4","","-27.7","","-6.7","","-42.0","","0.0","","5.8","","3.8","","34","","20","","113",""
"-62.28","82.52","ALERT","2400300","1987-01","1987","01","-26.1","","-33.3","","-29.7","","-13.0","","-40.4","","0.0","","14.4","","7.0","","36","","20","","141",""
"-62.28","82.52","ALERT","2400300","1987-02","1987","02","-33.7","","-40.1","","-36.9","","-16.8","","-47.2","","0.0","","2.2","","2.2","","31","","20","","56",""
"-62.28","82.52","ALERT","2400300","1987-03","1987","03","-32.5","","-38.2","","-35.4","","-24.4","","-41.2","","0.0","","4.4","","3.8","","28","","21","","104",""
"-62.28","82.52","ALERT","2400300","1987-04","1987","04","-24.6","","-32.2","","-28.4","","-16.7","","-40.2","","0.0","","8.4","","7.0","","33","","19","","59",""
"-62.28","82.52","ALERT","2400300","1987-05","1987","05","-11.5","","-17.6","","-14.6","","0.2","","-24.0","","0.0","T","2.8","","1.4","","37","","22","","57",""
"-62.28","82.52","ALERT","2400300","1987-06","1987","06","2.9","","-2.7","","0.1","","9.2","S","-10.5","","0.0","T","13.0","","12.2","","0","T","22","","76",""
"-62.28","82.52","ALERT","2400300","1987-07","1987","07","4.4","","0.5","","2.5","","14.1","","-2.1","","23.0","","24.7","","48.1","","0","T","34","","72",""
"-62.28","82.52","ALERT","2400300","1987-08","1987","08","4.2","","-1.0","","1.6","","14.3","","-6.5","","0.4","","8.6","","9.0","","0","","20","","98",""
"-62.28","82.52","ALERT","2400300","1987-09","1987","09","-3.9","","-9.9","","-6.9","","6.5","","-22.2","","0.0","","10.6","","7.2","","3","","20","","130",""
"-62.28","82.52","ALERT","2400300","1987-10","1987","10","-14.5","","-21.6","","-18.1","","-6.8","","-35.5","","0.0","","40.2","","20.7","","29","","22","","85",""
"-62.28","82.52","ALERT","2400300","1987-11","1987","11","-26.8","","-32.6","","-29.7","","-22.0","","-37.2","","0.0","","3.8","","2.3","","25","","23","","67",""
"-62.28","82.52","ALERT","2400300","1987-12","1987","12","-26.7","E","-33.9","","-30.3","E","-6.0","","-44.3","","0.0","","8.8","","3.9","","26","","21","","78",""
"-62.28","82.52","ALERT","2400300","1988-01","1988","01","-28.4","","-35.8","","-32.1","","-16.7","","-43.6","","0.0","","11.8","","6.2","","34","","24","","74",""
"-62.28","82.52","ALERT","2400300","1988-02","1988","02","-27.3","","-37.3","","-32.3","","-16.7","","-46.2","","0.0","","8.8","","4.8","","38","","22","","81",""
"-62.28","82.52","ALERT","2400300","1988-03","1988","03","-25.8","","-34.5","","-30.2","","-2.4","","-45.4","","0.0","","11.2","","4.7","","37","","24","","96",""
"-62.28","82.52","ALERT","2400300","1988-04","1988","04","-15.7","","-23.5","","-19.6","","-4.3","","-39.7","","0.0","","15.4","","8.2","","39","","24","","89",""
"-62.28","82.52","ALERT","2400300","1988-05","1988","05","-8.1","","-12.6","","-10.4","","-1.4","","-21.3","","0.2","","4.0","","1.0","","31","","22","","94",""
"-62.28","82.52","ALERT","2400300","1988-06","1988","06","1.3","","-2.8","","-0.8","","5.6","","-7.5","","2.2","","44.6","","34.8","","26","","22","","81",""
"-62.28","82.52","ALERT","2400300","1988-07","1988","07","6.2","","1.1","","3.7","","16.3","","-1.6","","5.0","","26.4","","20.6","","0","","18","","56",""
"-62.28","82.52","ALERT","2400300","1988-08","1988","08","3.9","","-1.6","","1.2","","14.9","","-7.6","","0.0","T","24.9","","17.7","","8","","","M","","M"
"-62.28","82.52","ALERT","2400300","1988-09","1988","09","-4.7","","-11.5","","-8.1","","3.0","","-24.1","","0.0","T","35.7","","23.7","","27","","24","","109",""
"-62.28","82.52","ALERT","2400300","1988-10","1988","10","-13.9","","-20.2","","-17.1","","0.9","","-25.8","S","0.0","","20.8","","14.8","","39","","20","","115",""
"-62.28","82.52","ALERT","2400300","1988-11","1988","11","-23.7","","-30.6","","-27.2","","-8.1","","-35.4","","0.0","T","15.4","","12.0","","47","","21","","80",""
"-62.28","82.52","ALERT","2400300","1988-12","1988","12","-25.8","","-32.7","","-29.3","","-15.5","","-40.6","","0.0","","7.2","","6.6","","51","","23","","80",""
"-62.28","82.52","ALERT","2400300","1989-01","1989","01","-31.3","","-38.8","","-35.1","","-18.3","","-45.6","S","0.0","","8.2","","7.6","","57","","24","","83",""
"-62.28","82.52","ALERT","2400300","1989-02","1989","02","-25.5","","-34.1","","-29.8","","-16.3","","-39.5","","0.0","","22.7","","19.9","","73","","22","","81",""
"-62.28","82.52","ALERT","2400300","1989-03","1989","03","-31.7","","-38.3","","-35.0","","-21.0","","-44.0","","0.0","","7.2","","7.2","","78","","21","","65",""
"-62.28","82.52","ALERT","2400300","1989-04","1989","04","-21.2","","-29.3","","-25.3","","-7.3","","-40.4","","0.0","","4.8","","4.8","","76","","23","","91",""
"-62.28","82.52","ALERT","2400300","1989-05","1989","05","-10.9","","-16.1","","-13.5","","0.0","","-29.0","","0.0","","4.6","","1.8","","35","","23","","56",""
"-62.28","82.52","ALERT","2400300","1989-06","1989","06","3.1","","-1.2","","1.0","","9.0","","-3.2","","3.6","","21.0","","24.0","","1","","22","","96",""
"-62.28","82.52","ALERT","2400300","1989-07","1989","07","7.6","","1.2","","4.4","","17.5","","-2.0","","5.3","","23.2","","28.3","","0","","20","","93",""
"-62.28","82.52","ALERT","2400300","1989-08","1989","08","2.4","","-1.6","","0.4","","12.2","","-7.9","","4.4","","26.4","","30.8","","4","","33","","59",""
"-62.28","82.52","ALERT","2400300","1989-09","1989","09","-4.6","","-12.1","","-8.4","","11.2","","-20.2","","0.0","T","30.6","","23.9","","19","","19","","85",""
"-62.28","82.52","ALERT","2400300","1989-10","1989","10","-17.4","","-23.5","","-20.5","","-6.0","","-33.2","","0.0","","17.6","","16.8","","23","","32","","94",""
"-62.28","82.52","ALERT","2400300","1989-11","1989","11","-22.5","","-30.6","","-26.6","","-7.4","","-39.0","","0.0","","7.0","","6.6","","24","","20","","98",""
"-62.28","82.52","ALERT","2400300","1989-12","1989","12","-26.8","","-33.3","","-30.1","","-18.1","","-41.2","","0.0","","8.6","","8.4","","25","","23","","65",""
"-62.28","82.52","ALERT","2400300","1990-01","1990","01","-26.5","","-32.8","","-29.7","","-18.8","","-39.7","","0.0","","17.2","","17.2","","34","","35","","48",""
"-62.28","82.52","ALERT","2400300","1990-02","1990","02","-30.6","","-36.5","","-33.6","","-16.2","","-42.8","","0.0","","7.2","","7.2","","35","","20","","119",""
"-62.28","82.52","ALERT","2400300","1990-03","1990","03","-26.0","","-33.6","","-29.8","","-16.3","","-39.6","","0.0","","12.0","","12.0","","32","","22","","98",""
"-62.28","82.52","ALERT","2400300","1990-04","1990","04","-16.1","","-23.0","","-19.6","","-10.2","","-26.3","S","0.0","","38.4","","38.4","","44","","24","","93",""
"-62.28","82.52","ALERT","2400300","1990-05","1990","05","-4.7","","-10.9","","-7.8","","2.6","","-16.8","","0.0","","14.2","","14.2","","37","","21","","104",""
"-62.28","82.52","ALERT","2400300","1990-06","1990","06","3.8","","-1.4","","1.2","","8.3","","-7.9","","1.0","","4.0","","5.0","","1","","20","","74",""
"-62.28","82.52","ALERT","2400300","1990-07","1990","07","7.0","","0.5","","3.8","","15.6","","-3.0","","14.5","","14.2","","29.9","","0","","24","S","69","S"
"-62.28","82.52","ALERT","2400300","1990-08","1990","08","2.0","","-3.6","","-0.8","","19.5","","-8.9","","4.6","","1.8","","6.4","","0","","20","","48",""
"-62.28","82.52","ALERT","2400300","1990-09","1990","09","-6.1","","-12.6","","-9.4","","-0.6","","-24.3","","0.0","","25.0","","21.2","","15","","21","","72",""
"-62.28","82.52","ALERT","2400300","1990-10","1990","10","-17.4","","-25.2","","-21.3","","-6.8","","-31.4","","0.0","","4.6","","4.0","","12","","21","","98",""
"-62.28","82.52","ALERT","2400300","1990-11","1990","11","-27.9","","-34.6","","-31.3","","-22.3","","-38.7","","0.0","","4.4","","3.4","","14","","22","","50",""
"-62.28","82.52","ALERT","2400300","1990-12","1990","12","-29.3","","-36.1","","-32.7","","-12.6","","-43.5","S","0.0","","8.7","","7.9","","19","","22","","80",""
"-62.28","82.52","ALERT","2400300","1991-01","1991","01","-31.5","","-37.7","","-34.6","","-22.3","","-44.1","","0.0","I","4.0","I","3.8","I","19","","22","","67",""
"-62.28","82.52","ALERT","2400300","1991-02","1991","02","-30.8","","-37.0","","-33.9","","-20.2","","-46.3","","0.0","","3.6","","2.6","","16","","20","","85",""
